population,indicator_name,year,group,total_value,flag_for_publishing,total_low_ci,total_high_ci,male_value,male_flag_for_publishing,male_low_ci,male_high_ci,female_value,female_flag_for_publishing,female_low_ci,female_high_ci,estimated_number,estimated_number_low_ci,estimated_number_high_ci
children,Unmet need for mental health care and addictions services,2024,'10-14,8.4,,6.1,11.2,8.5,,4.8,13.9,8.1,,5.1,12.2,29000.0,21000.0,38000.0
children,Unmet need for mental health care and addictions services,2016,Māori,6.2,,4.7,8.1,7.2,,5.2,9.7,5.2,,2.8,8.7,14000.0,10000.0,17000.0
children,Unmet need for mental health care and addictions services,2021,Māori,11.3,,7.4,16.3,12.4,,6.4,21.1,10.1,,5.2,17.4,27000.0,17000.0,36000.0
children,Unmet need for mental health care and addictions services,2022,Māori,7.3,,4.2,11.7,9.4,e,3.9,18.2,5.3,,2.7,9.2,17000.0,9000.0,26000.0
children,Unmet need for mental health care and addictions services,2023,Māori,9.1,,6.7,12.1,10.4,,6.6,15.3,7.8,,4.7,12.1,21000.0,15000.0,27000.0
children,Unmet need for mental health care and addictions services,2024,Māori,7.0,,4.5,10.3,8.2,,4.2,14.1,5.7,,3.1,9.6,16000.0,10000.0,23000.0
children,Unmet need for mental health care and addictions services,2016,Pacific,2.6,,1.3,4.6,4.1,e,1.8,7.9,1.1,e,0.3,2.8,3000.0,1000.0,5000.0
children,Unmet need for mental health care and addictions services,2021,Pacific,6.3,e,2.1,13.9,9.9,e,2.6,24.0,2.5,e,0.2,10.3,6000.0,1000.0,10000.0
children,Unmet need for mental health care and addictions services,2022,Pacific,3.1,e,1.2,6.7,2.2,e,0.3,7.2,4.3,e,1.0,11.7,4000.0,1000.0,7000.0
children,Unmet need for mental health care and addictions services,2023,Pacific,7.7,,4.3,12.5,7.6,,3.9,13.1,7.7,e,2.5,17.2,9000.0,4000.0,13000.0
children,Unmet need for mental health care and addictions services,2024,Pacific,5.7,,2.8,10.0,8.0,e,2.9,16.9,3.8,e,1.3,8.3,6000.0,3000.0,10000.0
children,Unmet need for mental health care and addictions services,2016,Asian,2.4,e,1.1,4.6,2.0,e,0.6,4.7,2.9,e,0.8,7.2,3000.0,1000.0,4000.0
children,Unmet need for mental health care and addictions services,2021,Asian,2.0,e,0.4,5.8,2.6,e,0.3,8.7,,S,,,3000.0,0.0,7000.0
children,Unmet need for mental health care and addictions services,2022,Asian,5.5,e,1.7,12.8,3.5,e,1.2,7.9,8.0,e,1.2,24.6,8000.0,1000.0,15000.0
children,Unmet need for mental health care and addictions services,2023,Asian,3.3,,2.0,5.2,3.5,,1.8,6.0,3.1,e,1.2,6.4,6000.0,3000.0,8000.0
children,Unmet need for mental health care and addictions services,2024,Asian,4.3,e,2.0,7.8,5.1,e,1.7,11.4,3.4,e,1.1,7.9,9000.0,3000.0,14000.0
children,Unmet need for mental health care and addictions services,2016,European/Other,5.3,,4.2,6.5,6.8,,5.1,8.9,3.6,,2.3,5.3,30000.0,23000.0,36000.0
children,Unmet need for mental health care and addictions services,2021,European/Other,7.9,,5.7,10.7,7.1,,4.4,10.9,8.9,,5.6,13.2,47000.0,33000.0,61000.0
children,Unmet need for mental health care and addictions services,2022,European/Other,7.3,,5.1,9.9,8.0,,5.1,12.0,6.5,,3.6,10.6,42000.0,28000.0,55000.0
children,Unmet need for mental health care and addictions services,2023,European/Other,7.8,,6.1,9.7,6.9,,5.0,9.3,8.6,,6.4,11.4,44000.0,35000.0,54000.0
children,Unmet need for mental health care and addictions services,2024,European/Other,8.0,,6.1,10.3,9.4,,6.1,13.8,6.5,,4.1,9.6,45000.0,33000.0,57000.0
children,Unmet need for mental health care and addictions services,2016,Quintile 1,2.4,e,0.9,5.1,3.4,e,0.8,9.0,1.3,e,0.4,3.1,4000.0,1000.0,7000.0
children,Unmet need for mental health care and addictions services,2016,Quintile 2,6.3,,3.7,9.8,6.9,,3.4,12.1,5.5,e,2.1,11.4,9000.0,5000.0,14000.0
children,Unmet need for mental health care and addictions services,2016,Quintile 3,4.3,,2.8,6.3,5.4,,3.2,8.4,3.1,e,1.3,6.1,7000.0,4000.0,9000.0
children,Unmet need for mental health care and addictions services,2016,Quintile 4,5.3,,3.6,7.5,8.0,,4.8,12.5,2.8,,1.6,4.6,8000.0,5000.0,11000.0
children,Unmet need for mental health care and addictions services,2016,Quintile 5,5.5,,4.0,7.3,7.2,,4.8,10.3,3.7,,2.1,5.9,10000.0,7000.0,13000.0
children,Unmet need for mental health care and addictions services,2021,Quintile 1,5.6,e,2.1,11.8,6.1,e,1.1,17.8,5.0,e,1.3,12.5,9000.0,2000.0,17000.0
children,Unmet need for mental health care and addictions services,2021,Quintile 2,8.5,,4.2,15.0,8.7,e,3.6,17.2,8.2,e,2.3,19.5,14000.0,6000.0,22000.0
children,Unmet need for mental health care and addictions services,2021,Quintile 3,5.0,e,2.1,9.9,3.4,e,0.7,9.5,7.0,e,2.3,15.6,8000.0,3000.0,14000.0
children,Unmet need for mental health care and addictions services,2021,Quintile 4,8.3,e,4.1,14.8,7.2,e,2.7,15.0,9.3,e,3.0,20.6,12000.0,5000.0,19000.0
children,Unmet need for mental health care and addictions services,2021,Quintile 5,7.8,,4.1,13.1,7.4,e,2.1,17.7,8.2,e,3.9,14.9,16000.0,7000.0,24000.0
children,Unmet need for mental health care and addictions services,2022,Quintile 1,6.4,e,2.8,12.1,6.8,e,1.5,18.4,5.9,e,1.5,15.0,11000.0,4000.0,19000.0
children,Unmet need for mental health care and addictions services,2022,Quintile 2,6.1,e,2.0,13.5,5.5,e,2.0,11.8,6.8,e,1.2,19.7,9000.0,1000.0,16000.0
children,Unmet need for mental health care and addictions services,2022,Quintile 3,6.6,,3.4,11.3,7.2,e,3.0,14.0,5.9,e,1.9,13.4,11000.0,5000.0,17000.0
children,Unmet need for mental health care and addictions services,2022,Quintile 4,7.4,e,3.3,13.9,6.4,e,1.4,17.3,8.2,e,2.7,18.4,12000.0,4000.0,20000.0
children,Unmet need for mental health care and addictions services,2022,Quintile 5,6.5,,4.1,9.6,6.6,,3.3,11.6,6.3,e,2.9,11.7,12000.0,7000.0,16000.0
children,Unmet need for mental health care and addictions services,2023,Quintile 1,6.0,,3.1,10.5,5.6,e,2.1,11.7,6.5,e,2.5,13.4,11000.0,4000.0,17000.0
children,Unmet need for mental health care and addictions services,2023,Quintile 2,6.1,,3.2,10.3,4.8,e,2.2,9.0,7.6,e,3.6,13.9,10000.0,5000.0,16000.0
children,Unmet need for mental health care and addictions services,2023,Quintile 3,6.4,,3.9,9.9,6.9,,3.6,11.8,6.0,e,2.6,11.6,9000.0,5000.0,13000.0
children,Unmet need for mental health care and addictions services,2023,Quintile 4,6.4,,3.6,10.4,5.1,,2.9,8.3,7.7,e,2.9,15.8,10000.0,5000.0,15000.0
children,Unmet need for mental health care and addictions services,2023,Quintile 5,7.3,,5.1,10.0,7.9,,5.1,11.6,6.6,,3.7,10.7,15000.0,10000.0,20000.0
children,Unmet need for mental health care and addictions services,2024,Quintile 1,6.4,,3.5,10.8,6.4,e,2.0,14.5,6.5,e,2.5,13.5,12000.0,5000.0,18000.0
children,Unmet need for mental health care and addictions services,2024,Quintile 2,5.9,,3.0,10.2,7.5,e,2.6,16.2,4.1,e,1.3,9.2,9000.0,4000.0,15000.0
children,Unmet need for mental health care and addictions services,2024,Quintile 3,7.5,,4.1,12.5,8.5,e,3.4,17.0,6.5,e,2.7,12.6,12000.0,6000.0,17000.0
children,Unmet need for mental health care and addictions services,2024,Quintile 4,7.1,,4.2,11.2,9.6,,4.8,16.7,4.2,e,2.0,7.6,12000.0,6000.0,17000.0
children,Unmet need for mental health care and addictions services,2024,Quintile 5,4.9,,3.0,7.4,5.3,,2.9,8.6,4.5,e,1.9,8.9,10000.0,6000.0,14000.0
children,Unmet need for mental health care and addictions services,2016,Northern | Te Tai Tokerau,3.7,,2.5,5.4,5.5,,3.2,8.8,1.8,,0.9,3.2,11000.0,7000.0,15000.0
children,Unmet need for mental health care and addictions services,2016,Midland | Te Manawa Taki,5.7,,4.3,7.5,7.4,,5.0,10.5,4.1,,2.4,6.6,10000.0,7000.0,12000.0
children,Unmet need for mental health care and addictions services,2016,Central | Te Ikaroa,5.0,,3.2,7.5,5.8,,3.5,8.8,4.2,e,1.6,8.7,8000.0,5000.0,12000.0
children,Unmet need for mental health care and addictions services,2016,South Island | Te Waipounamu,5.3,,3.3,7.9,6.4,,3.4,10.9,3.8,e,1.6,7.4,9000.0,5000.0,13000.0
children,Unmet need for mental health care and addictions services,2021,Northern | Te Tai Tokerau,5.2,,2.8,8.8,7.7,,3.8,13.5,2.7,e,0.5,8.5,15000.0,7000.0,23000.0
children,Unmet need for mental health care and addictions services,2021,Midland | Te Manawa Taki,7.4,,4.2,12.0,6.0,e,2.3,12.5,8.9,e,4.2,16.2,13000.0,7000.0,20000.0
children,Unmet need for mental health care and addictions services,2021,Central | Te Ikaroa,9.1,,4.9,15.2,7.4,e,2.2,17.3,11.0,e,5.2,19.7,15000.0,7000.0,23000.0
children,Unmet need for mental health care and addictions services,2021,South Island | Te Waipounamu,7.7,e,3.6,14.1,4.8,e,0.6,16.1,11.3,e,4.5,22.3,16000.0,5000.0,26000.0
children,Unmet need for mental health care and addictions services,2022,Northern | Te Tai Tokerau,4.7,e,2.2,8.6,3.7,e,1.4,7.6,5.7,e,1.7,13.5,13000.0,5000.0,21000.0
children,Unmet need for mental health care and addictions services,2022,Midland | Te Manawa Taki,6.0,,3.8,8.9,5.8,e,2.8,10.5,6.2,,3.1,10.9,11000.0,6000.0,16000.0
children,Unmet need for mental health care and addictions services,2022,Central | Te Ikaroa,6.7,,4.0,10.5,6.8,e,3.3,12.2,6.6,e,2.8,13.0,11000.0,6000.0,17000.0
children,Unmet need for mental health care and addictions services,2022,South Island | Te Waipounamu,9.7,,4.9,16.7,10.9,e,4.1,22.2,8.4,e,3.1,17.6,20000.0,8000.0,31000.0
children,Unmet need for mental health care and addictions services,2023,Northern | Te Tai Tokerau,7.6,,5.3,10.5,6.0,,3.7,9.1,9.3,,5.9,13.8,25000.0,16000.0,33000.0
children,Unmet need for mental health care and addictions services,2023,Midland | Te Manawa Taki,5.5,,3.5,8.0,6.6,,3.8,10.6,4.3,e,2.1,7.6,10000.0,6000.0,14000.0
children,Unmet need for mental health care and addictions services,2023,Central | Te Ikaroa,4.5,,2.9,6.7,6.4,,3.7,10.1,2.5,,1.2,4.4,8000.0,5000.0,10000.0
children,Unmet need for mental health care and addictions services,2023,South Island | Te Waipounamu,7.3,,4.4,11.3,5.5,,2.7,9.7,9.3,,4.9,15.7,13000.0,7000.0,19000.0
children,Unmet need for mental health care and addictions services,2024,Northern | Te Tai Tokerau,5.9,,3.6,8.9,6.6,,3.4,11.5,5.0,e,2.2,9.7,19000.0,11000.0,28000.0
children,Unmet need for mental health care and addictions services,2024,Midland | Te Manawa Taki,4.5,,2.2,8.0,5.3,e,1.7,12.1,3.6,e,1.5,7.1,8000.0,3000.0,14000.0
children,Unmet need for mental health care and addictions services,2024,Central | Te Ikaroa,6.8,,4.5,9.7,6.6,,3.6,11.0,6.8,,3.9,10.9,9000.0,5000.0,13000.0
children,Unmet need for mental health care and addictions services,2024,South Island | Te Waipounamu,8.3,,5.4,12.2,11.0,,6.0,18.2,5.7,e,2.7,10.4,17000.0,10000.0,24000.0
children,Unmet need for mental health care and addictions services,2022,Non-disabled,2.9,,1.9,4.2,2.6,,1.4,4.4,3.2,,1.7,5.3,16000.0,10000.0,22000.0
children,Unmet need for mental health care and addictions services,2022,Disabled,29.5,,19.3,41.5,27.1,,16.0,40.7,32.2,,16.7,51.2,29000.0,16000.0,41000.0
children,Unmet need for mental health care and addictions services,2023,Non-disabled,3.8,,2.7,5.2,2.4,,1.6,3.6,5.3,,3.3,8.0,22000.0,15000.0,29000.0
children,Unmet need for mental health care and addictions services,2023,Disabled,32.7,,25.2,41.0,32.5,,22.8,43.4,33.1,,22.8,44.8,29000.0,22000.0,36000.0
children,Unmet need for mental health care and addictions services,2024,Non-disabled,3.4,,2.3,5.0,3.6,,2.1,5.8,3.2,,1.7,5.7,19000.0,12000.0,27000.0
children,Unmet need for mental health care and addictions services,2024,Disabled,28.9,,21.2,37.6,30.1,,19.1,43.1,26.8,,16.5,39.4,26000.0,18000.0,35000.0
adults,Unmet need for dental health care due to cost,2013,Total,40.6,,39.0,42.3,36.9,,35.0,38.8,44.3,,42.3,46.2,1363000.0,1309000.0,1418000.0
adults,Unmet need for dental health care due to cost,2014,Total,42.2,,40.7,43.8,37.7,,35.7,39.6,46.7,,45.0,48.4,1436000.0,1385000.0,1487000.0
adults,Unmet need for dental health care due to cost,2015,Total,41.1,,39.9,42.3,37.0,,35.6,38.4,45.0,,43.2,46.8,1447000.0,1406000.0,1488000.0
adults,Unmet need for dental health care due to cost,2016,Total,40.5,,39.2,41.8,36.8,,35.2,38.5,44.1,,42.4,45.8,1458000.0,1412000.0,1504000.0
adults,Unmet need for dental health care due to cost,2017,Total,43.9,,42.7,45.1,39.1,,37.5,40.8,48.5,,46.9,50.1,1619000.0,1575000.0,1663000.0
adults,Unmet need for dental health care due to cost,2018,Total,44.0,,42.8,45.3,39.0,,37.5,40.5,48.9,,47.2,50.6,1660000.0,1614000.0,1706000.0
adults,Unmet need for dental health care due to cost,2019,Total,42.3,,40.6,44.0,38.0,,35.7,40.3,46.5,,44.7,48.4,1616000.0,1551000.0,1681000.0
adults,Unmet need for dental health care due to cost,2020,Total,39.9,,38.5,41.4,36.3,,34.3,38.3,43.5,,41.7,45.3,1564000.0,1509000.0,1618000.0
adults,Unmet need for dental health care due to cost,2021,Total,37.9,,36.0,39.9,33.8,,30.7,36.9,42.0,,39.0,45.0,1490000.0,1415000.0,1566000.0
adults,Unmet need for dental health care due to cost,2022,Total,44.1,,42.3,45.9,39.2,,36.8,41.6,48.7,,46.7,50.8,1748000.0,1676000.0,1820000.0
adults,Unmet need for dental health care due to cost,2023,Total,45.0,,43.3,46.7,39.9,,37.7,42.3,49.7,,47.8,51.7,1845000.0,1778000.0,1912000.0
adults,Unmet need for dental health care due to cost,2024,Total,43.0,,41.4,44.5,38.8,,36.8,40.9,46.8,,44.7,48.8,1775000.0,1713000.0,1836000.0
adults,Unmet need for dental health care due to cost,2013,15-24,29.3,,26.7,32.0,22.5,,19.4,26.0,36.3,,32.6,40.2,186000.0,169000.0,202000.0
adults,Unmet need for dental health care due to cost,2013,25-34,55.4,,52.5,58.3,51.8,,47.7,55.8,58.9,,55.1,62.6,312000.0,296000.0,328000.0
adults,Unmet need for dental health care due to cost,2013,35-44,54.2,,51.0,57.5,50.6,,45.6,55.5,57.6,,53.7,61.4,319000.0,300000.0,337000.0
adults,Unmet need for dental health care due to cost,2013,45-54,44.2,,41.4,47.1,41.0,,37.1,45.0,47.3,,42.9,51.6,270000.0,253000.0,287000.0
adults,Unmet need for dental health care due to cost,2013,55-64,34.4,,31.2,37.8,30.9,,27.2,34.7,38.0,,33.6,42.5,165000.0,149000.0,182000.0
adults,Unmet need for dental health care due to cost,2013,65-74,27.3,,23.4,31.5,26.0,,20.9,31.7,28.6,,23.6,34.0,81000.0,69000.0,93000.0
adults,Unmet need for dental health care due to cost,2013,75+,16.6,,13.4,20.2,19.3,,14.2,25.2,14.4,,10.0,19.6,30000.0,24000.0,37000.0
adults,Unmet need for dental health care due to cost,2014,15-24,32.1,,29.1,35.2,26.6,,22.6,31.0,37.9,,34.1,41.9,208000.0,189000.0,227000.0
adults,Unmet need for dental health care due to cost,2014,25-34,55.1,,51.1,59.0,48.1,,42.5,53.8,61.8,,57.3,66.1,325000.0,302000.0,348000.0
adults,Unmet need for dental health care due to cost,2014,35-44,52.3,,49.7,55.0,47.4,,43.2,51.6,56.9,,53.4,60.3,307000.0,292000.0,322000.0
adults,Unmet need for dental health care due to cost,2014,45-54,47.3,,44.2,50.3,42.2,,38.2,46.3,52.1,,47.9,56.3,289000.0,270000.0,308000.0
adults,Unmet need for dental health care due to cost,2014,55-64,37.3,,34.1,40.6,34.1,,30.1,38.3,40.4,,36.1,44.8,181000.0,164000.0,197000.0
adults,Unmet need for dental health care due to cost,2014,65-74,29.5,,26.2,33.0,29.1,,24.9,33.7,29.9,,25.0,35.2,90000.0,80000.0,101000.0
adults,Unmet need for dental health care due to cost,2014,75+,20.7,,15.2,27.2,20.5,,14.4,27.8,20.9,,13.4,30.2,36000.0,26000.0,45000.0
adults,Unmet need for dental health care due to cost,2015,15-24,29.2,,26.7,31.8,24.6,,21.4,27.9,34.1,,30.4,38.0,192000.0,176000.0,209000.0
adults,Unmet need for dental health care due to cost,2015,25-34,55.9,,53.0,58.7,47.9,,43.4,52.4,63.7,,60.2,67.0,351000.0,334000.0,369000.0
adults,Unmet need for dental health care due to cost,2015,35-44,51.3,,48.7,53.8,46.1,,42.3,49.9,56.1,,52.6,59.5,302000.0,287000.0,316000.0
adults,Unmet need for dental health care due to cost,2015,45-54,45.6,,42.8,48.5,43.5,,39.8,47.2,47.7,,44.0,51.4,285000.0,268000.0,302000.0
adults,Unmet need for dental health care due to cost,2015,55-64,37.3,,34.2,40.6,34.0,,29.5,38.7,40.5,,36.7,44.3,188000.0,173000.0,204000.0
adults,Unmet need for dental health care due to cost,2015,65-74,27.1,,24.4,29.8,25.7,,22.3,29.3,28.4,,24.7,32.3,88000.0,80000.0,97000.0
adults,Unmet need for dental health care due to cost,2015,75+,21.3,,18.3,24.5,24.3,,19.2,30.0,18.8,,15.0,23.2,41000.0,35000.0,46000.0
adults,Unmet need for dental health care due to cost,2016,15-24,29.9,,27.3,32.7,26.3,,22.5,30.5,33.8,,30.3,37.5,198000.0,181000.0,215000.0
adults,Unmet need for dental health care due to cost,2016,25-34,54.8,,52.1,57.4,49.1,,45.0,53.2,60.4,,56.9,63.8,365000.0,348000.0,382000.0
adults,Unmet need for dental health care due to cost,2016,35-44,49.6,,46.6,52.5,44.6,,40.5,48.7,54.3,,50.3,58.2,294000.0,277000.0,312000.0
adults,Unmet need for dental health care due to cost,2016,45-54,45.8,,42.9,48.7,43.5,,38.8,48.4,48.0,,44.5,51.5,290000.0,272000.0,308000.0
adults,Unmet need for dental health care due to cost,2016,55-64,34.3,,31.5,37.2,30.1,,26.3,34.1,38.4,,34.8,42.2,178000.0,164000.0,193000.0
adults,Unmet need for dental health care due to cost,2016,65-74,28.9,,25.4,32.5,27.5,,22.9,32.5,30.2,,25.9,34.7,94000.0,83000.0,105000.0
adults,Unmet need for dental health care due to cost,2016,75+,19.4,,16.1,22.9,19.8,,15.6,24.6,19.0,,14.3,24.4,39000.0,32000.0,46000.0
adults,Unmet need for dental health care due to cost,2017,15-24,32.3,,29.6,35.1,24.5,,20.8,28.5,40.7,,37.0,44.5,213000.0,195000.0,230000.0
adults,Unmet need for dental health care due to cost,2017,25-34,59.1,,56.2,61.8,51.4,,46.7,56.0,66.8,,63.5,69.9,413000.0,394000.0,432000.0
adults,Unmet need for dental health care due to cost,2017,35-44,54.6,,52.3,56.9,52.2,,48.2,56.2,56.8,,54.1,59.6,329000.0,315000.0,343000.0
adults,Unmet need for dental health care due to cost,2017,45-54,48.2,,45.0,51.4,44.4,,39.7,49.2,51.8,,47.7,56.0,307000.0,287000.0,327000.0
adults,Unmet need for dental health care due to cost,2017,55-64,40.5,,37.3,43.8,34.8,,30.6,39.1,45.8,,41.8,49.9,216000.0,199000.0,233000.0
adults,Unmet need for dental health care due to cost,2017,65-74,29.7,,26.9,32.6,29.9,,25.8,34.3,29.5,,25.4,33.8,103000.0,92000.0,113000.0
adults,Unmet need for dental health care due to cost,2017,75+,18.2,,14.9,22.0,16.8,,12.8,21.5,19.4,,14.8,24.8,39000.0,31000.0,47000.0
adults,Unmet need for dental health care due to cost,2018,15-24,32.8,,30.0,35.7,25.3,,22.0,28.9,40.8,,36.6,45.0,215000.0,196000.0,233000.0
adults,Unmet need for dental health care due to cost,2018,25-34,56.3,,53.7,58.8,48.4,,45.0,51.8,64.2,,60.9,67.5,406000.0,387000.0,424000.0
adults,Unmet need for dental health care due to cost,2018,35-44,53.1,,50.4,55.7,48.9,,44.8,53.0,57.1,,53.3,60.8,326000.0,310000.0,342000.0
adults,Unmet need for dental health care due to cost,2018,45-54,49.0,,46.1,51.9,44.0,,40.0,48.0,54.0,,50.0,57.9,314000.0,295000.0,332000.0
adults,Unmet need for dental health care due to cost,2018,55-64,42.0,,38.7,45.3,39.2,,35.2,43.4,44.5,,40.2,48.9,231000.0,214000.0,249000.0
adults,Unmet need for dental health care due to cost,2018,65-74,31.7,,28.3,35.3,29.7,,25.5,34.3,33.6,,29.5,37.9,115000.0,103000.0,128000.0
adults,Unmet need for dental health care due to cost,2018,75+,23.2,,19.4,27.4,21.6,,15.5,28.7,24.6,,19.9,29.8,52000.0,43000.0,61000.0
adults,Unmet need for dental health care due to cost,2019,15-24,34.5,,30.9,38.1,29.1,,24.0,34.6,40.1,,35.1,45.2,222000.0,199000.0,245000.0
adults,Unmet need for dental health care due to cost,2019,25-34,54.2,,50.8,57.7,49.3,,44.0,54.7,59.3,,55.3,63.1,398000.0,374000.0,423000.0
adults,Unmet need for dental health care due to cost,2019,35-44,47.1,,44.1,50.2,41.2,,35.8,46.7,53.0,,49.3,56.7,295000.0,276000.0,314000.0
adults,Unmet need for dental health care due to cost,2019,45-54,49.6,,46.2,53.0,45.1,,40.5,49.8,53.9,,49.0,58.7,314000.0,292000.0,336000.0
adults,Unmet need for dental health care due to cost,2019,55-64,38.8,,35.0,42.7,35.9,,30.8,41.2,41.5,,36.6,46.5,218000.0,197000.0,240000.0
adults,Unmet need for dental health care due to cost,2019,65-74,29.9,,26.2,33.8,26.9,,21.9,32.4,32.7,,28.4,37.3,115000.0,100000.0,129000.0
adults,Unmet need for dental health care due to cost,2019,75+,22.8,,18.8,27.3,20.5,,15.4,26.5,24.7,,19.4,30.5,53000.0,44000.0,63000.0
adults,Unmet need for dental health care due to cost,2020,15-24,30.9,,27.8,34.1,27.4,,22.8,32.4,34.6,,30.2,39.2,200000.0,181000.0,220000.0
adults,Unmet need for dental health care due to cost,2020,25-34,50.8,,48.2,53.5,45.9,,41.7,50.1,55.8,,52.1,59.5,381000.0,361000.0,400000.0
adults,Unmet need for dental health care due to cost,2020,35-44,47.4,,44.5,50.2,39.5,,35.1,43.9,55.1,,51.0,59.1,305000.0,287000.0,323000.0
adults,Unmet need for dental health care due to cost,2020,45-54,46.1,,42.4,49.8,43.9,,38.6,49.2,48.2,,44.0,52.5,295000.0,272000.0,317000.0
adults,Unmet need for dental health care due to cost,2020,55-64,39.5,,36.3,42.7,38.1,,33.3,43.0,40.8,,36.6,45.1,229000.0,211000.0,246000.0
adults,Unmet need for dental health care due to cost,2020,65-74,27.8,,24.0,31.7,26.1,,21.9,30.7,29.4,,24.5,34.7,112000.0,96000.0,127000.0
adults,Unmet need for dental health care due to cost,2020,75+,16.8,,13.7,20.2,14.8,,11.1,19.2,18.4,,14.0,23.5,43000.0,35000.0,51000.0
adults,Unmet need for dental health care due to cost,2021,15-24,29.5,,24.8,34.6,24.7,,18.5,31.8,34.6,,28.5,41.1,189000.0,159000.0,219000.0
adults,Unmet need for dental health care due to cost,2021,25-34,52.3,,47.4,57.1,45.3,,37.8,53.0,59.4,,54.0,64.7,386000.0,351000.0,420000.0
adults,Unmet need for dental health care due to cost,2021,35-44,46.2,,42.1,50.4,41.5,,34.4,48.9,50.8,,44.5,57.1,302000.0,275000.0,328000.0
adults,Unmet need for dental health care due to cost,2021,45-54,39.6,,34.5,44.9,33.8,,26.1,42.2,45.3,,38.6,52.1,250000.0,219000.0,281000.0
adults,Unmet need for dental health care due to cost,2021,55-64,32.2,,28.0,36.7,30.4,,23.9,37.6,33.9,,28.3,39.8,189000.0,164000.0,213000.0
adults,Unmet need for dental health care due to cost,2021,65-74,30.3,,25.7,35.2,27.2,,21.5,33.6,33.2,,25.7,41.4,127000.0,109000.0,146000.0
adults,Unmet need for dental health care due to cost,2021,75+,18.4,,14.1,23.3,20.7,,11.1,33.5,16.5,,10.5,24.0,48000.0,35000.0,61000.0
adults,Unmet need for dental health care due to cost,2022,15-24,39.1,,33.7,44.7,33.5,,26.3,41.2,44.2,,37.9,50.7,252000.0,218000.0,287000.0
adults,Unmet need for dental health care due to cost,2022,25-34,56.7,,52.6,60.8,50.8,,44.8,56.8,62.5,,57.4,67.4,421000.0,392000.0,450000.0
adults,Unmet need for dental health care due to cost,2022,35-44,54.0,,49.9,58.1,47.7,,41.8,53.7,60.5,,56.1,64.7,366000.0,339000.0,393000.0
adults,Unmet need for dental health care due to cost,2022,45-54,46.2,,41.9,50.6,39.7,,32.8,47.0,52.4,,46.8,58.0,291000.0,264000.0,318000.0
adults,Unmet need for dental health care due to cost,2022,55-64,37.9,,33.9,42.1,31.4,,25.6,37.7,44.2,,39.5,48.9,220000.0,198000.0,243000.0
adults,Unmet need for dental health care due to cost,2022,65-74,33.4,,29.4,37.6,33.2,,27.9,38.9,33.5,,28.1,39.3,140000.0,123000.0,156000.0
adults,Unmet need for dental health care due to cost,2022,75+,21.0,,16.5,26.0,22.6,,15.9,30.5,19.6,,14.4,25.6,57000.0,45000.0,70000.0
adults,Unmet need for dental health care due to cost,2023,15-24,32.9,,29.0,37.0,25.0,,20.6,29.8,40.8,,35.5,46.2,220000.0,195000.0,246000.0
adults,Unmet need for dental health care due to cost,2023,25-34,57.2,,54.1,60.2,50.5,,45.4,55.5,63.5,,59.2,67.7,436000.0,413000.0,458000.0
adults,Unmet need for dental health care due to cost,2023,35-44,55.3,,51.9,58.8,48.7,,44.0,53.4,62.2,,57.5,66.6,401000.0,377000.0,426000.0
adults,Unmet need for dental health care due to cost,2023,45-54,50.5,,47.3,53.7,47.0,,41.5,52.5,53.5,,49.5,57.5,319000.0,299000.0,339000.0
adults,Unmet need for dental health care due to cost,2023,55-64,45.7,,41.7,49.8,42.5,,36.8,48.3,48.7,,43.8,53.6,266000.0,242000.0,289000.0
adults,Unmet need for dental health care due to cost,2023,65-74,33.0,,29.7,36.4,29.2,,25.4,33.4,36.6,,31.7,41.7,142000.0,128000.0,157000.0
adults,Unmet need for dental health care due to cost,2023,75+,20.3,,16.4,24.7,19.8,,14.4,26.2,20.8,,15.8,26.5,61000.0,49000.0,72000.0
adults,Unmet need for dental health care due to cost,2024,15-24,28.4,,24.9,32.2,22.2,,17.2,28.0,34.5,,29.3,40.0,193000.0,169000.0,217000.0
adults,Unmet need for dental health care due to cost,2024,25-34,58.2,,55.3,61.1,55.9,,50.6,61.0,60.0,,55.9,64.1,436000.0,415000.0,457000.0
adults,Unmet need for dental health care due to cost,2024,35-44,50.5,,47.0,54.0,45.4,,40.5,50.4,55.3,,50.5,60.0,379000.0,353000.0,405000.0
adults,Unmet need for dental health care due to cost,2024,45-54,49.6,,45.3,54.0,45.6,,39.4,51.9,53.5,,47.6,59.3,313000.0,287000.0,340000.0
adults,Unmet need for dental health care due to cost,2024,55-64,41.2,,38.0,44.5,36.9,,32.3,41.7,45.3,,40.7,49.9,245000.0,226000.0,264000.0
adults,Unmet need for dental health care due to cost,2024,65-74,31.6,,28.1,35.3,28.2,,23.2,33.5,34.7,,29.4,40.4,135000.0,120000.0,150000.0
adults,Unmet need for dental health care due to cost,2024,75+,24.4,,20.0,29.2,20.3,,15.9,25.2,27.7,,20.5,35.9,73000.0,60000.0,87000.0
adults,Unmet need for dental health care due to cost,2013,Māori,52.1,,49.6,54.6,47.2,,43.5,50.8,56.9,,53.4,60.3,241000.0,230000.0,253000.0
adults,Unmet need for dental health care due to cost,2014,Māori,53.0,,49.9,56.0,46.2,,42.0,50.4,59.6,,55.7,63.4,253000.0,240000.0,266000.0
