population,indicator_name,year,group,total_value,flag_for_publishing,total_low_ci,total_high_ci,male_value,male_flag_for_publishing,male_low_ci,male_high_ci,female_value,female_flag_for_publishing,female_low_ci,female_high_ci,estimated_number,estimated_number_low_ci,estimated_number_high_ci
adults,Unmet need for GP due to work,2023,European/Other,8.3,,7.5,9.2,7.8,,6.6,9.2,8.5,,7.3,9.8,264000.0,236000.0,292000.0
adults,Unmet need for GP due to work,2024,European/Other,8.3,,7.3,9.4,8.0,,6.7,9.6,8.5,,7.2,10.0,262000.0,229000.0,294000.0
adults,Unmet need for GP due to work,2021,Quintile 1,5.7,,3.8,8.1,6.1,,3.2,10.4,5.1,,2.9,8.3,47000.0,30000.0,63000.0
adults,Unmet need for GP due to work,2021,Quintile 2,9.3,,6.7,12.5,10.1,,6.0,15.7,8.5,,5.5,12.5,78000.0,55000.0,101000.0
adults,Unmet need for GP due to work,2021,Quintile 3,6.3,,4.1,9.2,5.9,e,2.9,10.6,6.6,,4.1,10.0,52000.0,33000.0,72000.0
adults,Unmet need for GP due to work,2021,Quintile 4,7.6,,5.6,10.1,7.2,,4.4,11.0,8.1,,5.5,11.4,65000.0,47000.0,83000.0
adults,Unmet need for GP due to work,2021,Quintile 5,7.6,,5.3,10.5,8.2,,5.0,12.6,7.0,,4.5,10.5,60000.0,40000.0,79000.0
adults,Unmet need for GP due to work,2022,Quintile 1,6.5,,4.7,8.7,5.2,,3.0,8.4,7.8,,4.7,12.1,54000.0,38000.0,70000.0
adults,Unmet need for GP due to work,2022,Quintile 2,7.1,,5.4,9.2,7.6,,4.9,11.2,6.7,,4.4,9.8,61000.0,45000.0,77000.0
adults,Unmet need for GP due to work,2022,Quintile 3,8.2,,6.3,10.5,8.0,,4.7,12.4,8.5,,6.0,11.6,69000.0,52000.0,86000.0
adults,Unmet need for GP due to work,2022,Quintile 4,7.5,,5.8,9.5,6.0,,3.9,8.8,9.1,,7.0,11.5,63000.0,48000.0,78000.0
adults,Unmet need for GP due to work,2022,Quintile 5,7.3,,6.0,8.9,6.0,,4.0,8.6,8.7,,6.6,11.1,60000.0,48000.0,72000.0
adults,Unmet need for GP due to work,2023,Quintile 1,8.3,,6.2,10.9,6.1,,3.8,9.2,9.6,,6.2,14.1,72000.0,53000.0,92000.0
adults,Unmet need for GP due to work,2023,Quintile 2,8.2,,6.5,10.2,8.0,,5.2,11.6,8.3,,6.4,10.4,73000.0,57000.0,89000.0
adults,Unmet need for GP due to work,2023,Quintile 3,10.0,,8.3,11.9,10.7,,8.1,13.8,9.4,,7.4,11.8,89000.0,74000.0,105000.0
adults,Unmet need for GP due to work,2023,Quintile 4,8.8,,7.0,10.9,8.8,,6.1,12.1,8.8,,6.6,11.4,77000.0,61000.0,93000.0
adults,Unmet need for GP due to work,2023,Quintile 5,8.3,,6.7,10.3,6.5,,4.6,8.7,10.1,,7.7,12.9,64000.0,52000.0,77000.0
adults,Unmet need for GP due to work,2024,Quintile 1,8.1,,5.8,10.8,8.5,,5.4,12.6,7.6,,5.1,10.7,71000.0,50000.0,92000.0
adults,Unmet need for GP due to work,2024,Quintile 2,8.8,,7.0,10.8,7.6,,5.0,11.0,9.9,,7.4,12.9,79000.0,62000.0,95000.0
adults,Unmet need for GP due to work,2024,Quintile 3,9.1,,7.3,11.3,9.8,,7.2,12.9,8.6,,6.2,11.5,83000.0,66000.0,100000.0
adults,Unmet need for GP due to work,2024,Quintile 4,8.6,,6.9,10.5,7.6,,5.3,10.4,9.6,,7.2,12.4,74000.0,59000.0,90000.0
adults,Unmet need for GP due to work,2024,Quintile 5,9.6,,7.9,11.5,8.8,,6.6,11.4,10.2,,8.2,12.6,75000.0,61000.0,89000.0
adults,Unmet need for GP due to work,2021,Northern | Te Tai Tokerau,7.1,,5.4,9.1,7.7,,4.8,11.5,6.6,,4.7,8.9,98000.0,72000.0,124000.0
